saxo_symbol,yFinance_symbol,description,exchange_id,asset_type,currency,issuer_country,eligibility_status,availability_status,eligible_universe,isa_eligible,instrument_exclusion_flag,market_cap_usd,market_cap_native,market_cap_currency,aum_usd,aum_native,aum_currency,market_cap_source,aum_source,yfinance_fundamentals_status,yfinance_fundamentals_notes,eligibility_review_status,eligibility_review_notes
XUTE:xmil,XUTE.MI,Xtrackers II US Treasuries UCITS ETF,MIL_ETF,Etf,EUR,LU,OPERATOR_APPROVED,AVAILABLE,true,true,false,,,,,,,N/A_ETF_USE_AUM,YAHOO_FINANCE_QUOTE_NO_TOTAL_ASSETS,MISSING_AUM,Yahoo quote had no totalAssets; Yahoo symbol=XUTE.MI; quoteType=ETF; currency=EUR; usd_fx=1.1440338,NEEDS_AUM_PROVIDER_ENRICHMENT,aum_usd still needs provider enrichment if ETF size policy is introduced; isin still needs OpenFIGI/provider enrichment; Yahoo did not provide totalAssets/aum_usd; no ETF size threshold currently enforced
JMBA:xmil,JMBA.MI,JPM USD Emerging Markets Sovereign Bond UCITS ETF,MIL_ETF,Etf,EUR,IE,OPERATOR_APPROVED,AVAILABLE,true,true,false,,,,,,,N/A_ETF_USE_AUM,YAHOO_FINANCE_QUOTE_NO_TOTAL_ASSETS,MISSING_AUM,Yahoo quote had no totalAssets; Yahoo symbol=JMBA.MI; quoteType=ETF; currency=EUR; usd_fx=1.1440338,NEEDS_AUM_PROVIDER_ENRICHMENT,aum_usd still needs provider enrichment if ETF size policy is introduced; isin still needs OpenFIGI/provider enrichment; Yahoo did not provide totalAssets/aum_usd; no ETF size threshold currently enforced
EMMH:xmil,EMMH.MI,L&G Emerging Markets Cor Bond Screened UCITS ETF,MIL_ETF,Etf,EUR,IE,OPERATOR_APPROVED,AVAILABLE,true,true,false,,,,,,,N/A_ETF_USE_AUM,YAHOO_FINANCE_QUOTE_NO_TOTAL_ASSETS,MISSING_AUM,Yahoo quote had no totalAssets; Yahoo symbol=EMMH.MI; quoteType=ETF; currency=EUR; usd_fx=1.1440338,NEEDS_AUM_PROVIDER_ENRICHMENT,aum_usd still needs provider enrichment if ETF size policy is introduced; isin still needs OpenFIGI/provider enrichment; Yahoo did not provide totalAssets/aum_usd; no ETF size threshold currently enforced
LVLC:xmil,LVLC.MI,Invesco Global Active Dfns ESG Equity UCITS ETF,MIL_ETF,Etf,EUR,IE,OPERATOR_APPROVED,AVAILABLE,true,true,false,,,,,,,N/A_ETF_USE_AUM,YAHOO_FINANCE_QUOTE_NO_TOTAL_ASSETS,MISSING_AUM,Yahoo quote had no totalAssets; Yahoo symbol=LVLC.MI; quoteType=ETF; currency=EUR; usd_fx=1.1440338,NEEDS_AUM_PROVIDER_ENRICHMENT,aum_usd still needs provider enrichment if ETF size policy is introduced; isin still needs OpenFIGI/provider enrichment; Yahoo did not provide totalAssets/aum_usd; no ETF size threshold currently enforced
TINE:xmil,TINE.MI,Janus Henderson US Enhanced Inflatn Core UCITS ETF,MIL_ETF,Etf,EUR,IE,OPERATOR_APPROVED,AVAILABLE,true,true,false,,,,,,,N/A_ETF_USE_AUM,YAHOO_FINANCE_QUOTE_NO_TOTAL_ASSETS,MISSING_AUM,Yahoo quote had no totalAssets; Yahoo symbol=TINE.MI; quoteType=ETF; currency=EUR; usd_fx=1.1440338,NEEDS_AUM_PROVIDER_ENRICHMENT,aum_usd still needs provider enrichment if ETF size policy is introduced; isin still needs OpenFIGI/provider enrichment; Yahoo did not provide totalAssets/aum_usd; no ETF size threshold currently enforced
USEH:xmil,USEH.MI,iShares US Enhanced Equity UCITS ETF,MIL_ETF,Etf,EUR,IE,OPERATOR_APPROVED,AVAILABLE,true,true,false,,,,,,,N/A_ETF_USE_AUM,YAHOO_FINANCE_QUOTE_NO_TOTAL_ASSETS,MISSING_AUM,Yahoo quote had no totalAssets; Yahoo symbol=USEH.MI; quoteType=ETF; currency=EUR; usd_fx=1.1440338,NEEDS_AUM_PROVIDER_ENRICHMENT,aum_usd still needs provider enrichment if ETF size policy is introduced; isin still needs OpenFIGI/provider enrichment; Yahoo did not provide totalAssets/aum_usd; no ETF size threshold currently enforced
WEMT2:xmil,WEMT2.MI,BNP Paribas Easy MSCI World ESG Filterd Min TE ETF,MIL_ETF,Etf,EUR,IE,NEEDS_FUND_RECOGNITION_CHECK,AVAILABLE,false,NEEDS_CHECK,false,,,,,,,N/A_ETF_USE_AUM,YAHOO_FINANCE_QUOTE_NO_TOTAL_ASSETS,MISSING_AUM,Yahoo quote had no totalAssets; Yahoo symbol=WEMT2.MI; quoteType=ETF; currency=EUR; usd_fx=1.1440338,NEEDS_MANUAL_REVIEW,ETF/fund row does not explicitly contain UCITS; fund recognition requires review; aum_usd still needs provider enrichment if ETF size policy is introduced; isin still needs OpenFIGI/provider enrichment
USESG:xmil,USESG.MI,UBS MSCI USA Selection UCITS ETF,MIL_ETF,Etf,EUR,IE,OPERATOR_APPROVED,AVAILABLE,true,true,false,,,,,,,N/A_ETF_USE_AUM,YAHOO_FINANCE_QUOTE_NO_TOTAL_ASSETS,MISSING_AUM,Yahoo quote had no totalAssets; Yahoo symbol=USESG.MI; quoteType=ETF; currency=EUR; usd_fx=1.1440338,NEEDS_AUM_PROVIDER_ENRICHMENT,aum_usd still needs provider enrichment if ETF size policy is introduced; isin still needs OpenFIGI/provider enrichment; Yahoo did not provide totalAssets/aum_usd; no ETF size threshold currently enforced
SHEME:xmil,SHEME.MI,UBS J.P. Morgan USD EM Divers Bond 1-5 UCITS ETF,MIL_ETF,Etf,EUR,LU,OPERATOR_APPROVED,AVAILABLE,true,true,false,,,,,,,N/A_ETF_USE_AUM,YAHOO_FINANCE_QUOTE_NO_TOTAL_ASSETS,MISSING_AUM,Yahoo quote had no totalAssets; Yahoo symbol=SHEME.MI; quoteType=ETF; currency=EUR; usd_fx=1.1440338,NEEDS_AUM_PROVIDER_ENRICHMENT,aum_usd still needs provider enrichment if ETF size policy is introduced; isin still needs OpenFIGI/provider enrichment; Yahoo did not provide totalAssets/aum_usd; no ETF size threshold currently enforced
UCRP:xmil,UCRP.MI,Amundi US Corp Bond ESG UCITS ETF,MIL_ETF,Etf,EUR,LU,OPERATOR_APPROVED,AVAILABLE,true,true,false,,,,,,,N/A_ETF_USE_AUM,YAHOO_FINANCE_QUOTE_NO_TOTAL_ASSETS,MISSING_AUM,Yahoo quote had no totalAssets; Yahoo symbol=UCRP.MI; quoteType=ETF; currency=EUR; usd_fx=1.1440338,NEEDS_AUM_PROVIDER_ENRICHMENT,aum_usd still needs provider enrichment if ETF size policy is introduced; isin still needs OpenFIGI/provider enrichment; Yahoo did not provide totalAssets/aum_usd; no ETF size threshold currently enforced
